-1,259378
-2,522555
-1,297469
-4,325942
0,819822
2,131734
0,280662
0,881581
-1,548214
-0,094020
-1,512013
-0,916696
-0,379495
-0,993508
1,379289
-1,738391
-1,966589
-0,970822
2,038046
-1,579513
1,056773
-3,116122
-0,227620
-1,200070
0,579021
2,182639
-1,345784
-1,505221
-0,773923
-2,150253
-0,537953
-0,345955
-2,141851
-0,322358
-1,206372
1,789752
1,709858
-0,845344
-0,062301
-3,627274
-0,717206
0,651142
-1,206582
-3,869266
1,180500
-3,057654
-0,095281
0,390734
-1,074243
2,378557
-1,635250
-2,581862
-0,220548
-0,844504
-1,281995
-0,836032
-0,101512
-1,409783
2,027332
-4,004196
1,373057
-0,562740
-2,183443
1,196255
-0,275724
-0,738702
-0,106274
-0,615956
-0,779175
-3,079571
-0,137433
-3,824943
0,949991
-0,076235
-1,069691
-0,701872
-1,941381
-0,044585
-1,296489
-0,001593
1,107958
-3,133137
-3,141189
-1,679923
-0,527800
0,012131
-0,838342
-1,150635
-1,261198
2,337595
1,945058
-0,138974
1,036187
-1,648274
0,112541
-3,482261
-0,585917
-4,501905
0,017663
0,417482
-2,251014
-1,716614
0,507879
-0,226710
-3,479040
-0,425569
-2,799557
0,183122
-2,767768
-0,284827
0,809669
-0,849686
-2,065528
-1,602060
-3,891393
-0,106064
-1,778583
-1,706811
-0,164811
-2,085624
-0,081206
2,082719
-0,423048
-2,327056
-1,116815
-1,691967
-1,514604
-2,564567
0,032998
-2,017634
-1,672641
1,936866
-1,751345
-1,932068
-1,115135
0,916031
-1,434570
-1,987665
2,230113
0,708349
2,236765
0,510050
-1,067801
-1,234730
-0,032542
-1,215335
-1,855746
-0,239874
-2,444481
-3,720332
-1,676982
-0,141004
0,521043
-0,897370
-2,760135
-3,483591
-3,271008
1,874057
-2,310321
-1,441572
-1,049385
-0,899610
-2,573460
2,136285
-1,767099
-0,871462
0,034678
1,382510
0,151053
-0,617216
-1,445493
-0,645435
-0,599781
-1,401660
-1,600800
-1,385345
-1,733069
0,164567
-0,740243
-3,313580
-4,439376
-0,305973
-2,054045
-2,141921
-1,224297
0,410550
-1,602410
-2,259696
-0,169993
-1,001631
-0,961719
-4,356962
-0,727569
-3,025374
1,065806
-1,937460
-1,343823
-1,416225
-1,325968
-0,489918
0,081312
-0,199612
-2,905429
-4,250250
1,435726
-1,731529
-1,196989
-0,382856
-1,193698
-1,060729
-0,809284
-2,529207
-1,646173
-0,654747
0,877309
0,000438
-1,351525
-4,188281
0,778370
1,546149
-1,470841
-0,868241
-1,891596
-0,640953
-1,632029
0,052113
-1,917434
-0,618267
-0,674143
-0,711884
-0,155569
-0,627859
-1,693157
-1,178504
-1,553886
-0,153188
-0,740103
-1,926887
-1,411463
-0,750256
-0,471293
-0,459389
-1,180184
-1,413494
-2,861456
-1,338431
-1,034191
-0,539003
-1,630699
-0,797660
-1,331429
-4,483419
-1,917014
-0,893869
0,801757
-1,420496
-0,657268
1,866425
-3,183552
-1,448154
-3,392424
-3,934176
-1,737760
1,600625
-1,779913
-0,555878
-0,236303
2,096163
0,997185
0,006390
1,936795
-1,568800
-2,769868
-1,629788
-2,117204
-0,051588
-1,968549
2,218279
-1,026558
-0,260250
-0,390279
-1,906721
1,268166
-1,791607
-1,987945
-0,805222
-1,893417
-0,614415
-2,728276
-0,607133
2,165274
0,650232
-0,513795
-1,345433
1,263475
-1,203011
-0,228390
-1,069761
-2,945481
-1,315605
-2,435799
-1,968059
-1,884804
-3,067107
1,325513
-0,140024
-0,443144
0,324145
-0,880705
-0,322848
-0,367802
0,894815
-1,694768
-0,502382
-1,725297
-0,501542
1,278389
0,818212
-1,780963
-2,466538
-0,150597
-0,068743
-0,475214
0,429316
-0,261230
-2,710210
-1,024108
0,770598
-2,823784
-2,016654
-1,055127
0,711430
-0,620367
-1,267150
-1,811983
-2,032128
-0,566591
-1,882914
-3,305598
-0,371303
-0,364441
0,202308
-1,473432
-0,457008
-1,578253
-2,190656
-1,111704
-0,411635
-1,775082
-0,338813
-0,989377
-0,895899
-0,143665
-1,837680
-1,618235
-1,622436
1,761253
-0,585217
-3,559144
0,122975
-0,437893
0,748611
-3,146721
-0,224959
-2,639840
0,661645
-1,694277
1,307728
-1,325758
-0,132042
1,650060
-1,076063
-0,038704
0,338709
-1,022707
-1,963228
-1,810862
2,336125
-0,310315
-0,173004
-1,303071
-2,855924
-2,794516
-0,146046
-1,896288
1,386081
-2,101869
-1,574962
-0,374944
-0,146256
2,141397
-0,219568
1,144019
-3,542339
-0,593969
-4,496793
-0,369762
-1,070671
-4,233725
-1,306642
0,432887
-0,780295
-1,901119
-1,875141
-0,669872
0,073050
-1,431209
2,170595
-0,721057
-1,705901
-1,593097
0,416012
-0,079386
-1,871010
-2,441820
-1,019346
-1,155747
-0,305413
-1,616764
-1,234310
2,314978
-0,833231
-1,825147
-0,772453
-2,715952
-3,861214
-4,272797
-2,151234
-2,893665
-1,028449
-1,807781
-0,926078
-1,936340
0,604228
-1,604441
-1,706531
-1,876962
0,538899
0,621803
-1,763878
-0,078896
-0,420177
-1,496118
0,409920
-2,025266
-2,846541
-3,207009
-3,170528
-3,994183
-1,906861
-1,000931
-1,259098
-0,686397
-0,938752
2,201965
-0,903812
-1,742592
-1,798889
1,326423
-0,443354
-2,087025
-1,806241
-1,707511
1,073578
2,128793
-1,871290
-0,018678
-2,949752
-2,131978
-0,571493
-1,867859
-1,088947
-0,507353
-1,707301
2,297543
0,010381
-0,736882
-0,920547
-2,629967
-0,518697
-1,570130
-4,148369
0,054704
-1,160928
-0,394130
0,097347
-1,385485
1,165375
-0,573803
2,201054
-1,555496
-0,892398
2,144407
2,031604
1,395394
-2,419274
1,393854
-1,480364
-0,849826
0,045952
-1,053866
-2,124416
-0,990778
-0,335382
0,812260
-3,142800
-0,514496
-4,022682
-0,135333
0,738878
-3,986411
-1,896288
0,044481
-4,319080
-1,582174
-1,598489
-0,442584
-0,606293
-4,104606
-3,110450
-2,700548
-0,335452
-1,997818
0,718502
-0,430260
-1,287036
-2,084504
-1,308532
-0,462050
-1,821645
-2,067909
-1,982063
-1,703450
0,455504
-1,456907
1,702296
-1,331639
-3,449631
-0,732401
-0,015457
-0,700261
-2,183723
-0,227270
-1,222337
-1,781033
1,439437
-1,013534
-4,377758
-1,024458
2,099104
-0,913895
-0,480535
-3,583371
-0,674423
-1,698829
0,575940
-0,539213
-1,737690
0,064227
-2,705799
-3,201477
-3,051772
-0,495660
-1,088527
-1,405301
-0,875523
0,054564
-1,800709
-1,825987
-0,203323
-1,775222
1,908787
