0,296256
0,117675
0,046149
0,303275
0,274181
0,065046
0,036451
0,230342
0,132894
0,258785
0,060194
0,117985
0,074111
0,201041
0,132464
0,222625
0,272359
0,273019
0,289315
0,302816
0,300670
0,287787
0,070190
0,264665
0,302892
0,279201
0,293267
0,272969
0,276512
0,060638
0,229258
0,099373
0,265408
0,264141
0,280817
0,281796
0,181073
0,120247
0,267304
0,299546
0,078384
0,255466
0,291030
0,181855
0,270596
0,098054
0,080904
0,301383
0,173073
0,185823
0,294836
0,057064
0,273938
0,299601
0,296998
0,260247
0,219058
0,047792
0,167244
0,285891
0,286234
0,027443
0,208326
0,270550
0,250645
0,272504
0,069095
0,182851
0,252859
0,287754
0,302534
0,213396
0,205113
0,185892
0,040900
0,207564
0,227551
0,182572
0,247409
0,093307
0,196967
0,138005
0,180175
0,257969
0,194417
0,235946
0,062841
0,192536
0,297036
0,052893
0,292531
0,200770
0,153148
0,301649
0,284897
0,278446
0,069035
0,237807
0,188644
0,262631
0,113548
0,288101
0,159930
0,303121
0,297771
0,251231
0,247089
0,273093
0,206993
0,173176
0,024265
0,107512
0,058272
0,121523
0,294479
0,064736
0,135738
0,288026
0,109835
0,136712
0,300503
0,291471
0,303112
0,287511
0,066438
0,148535
0,294568
0,289349
0,274620
0,057600
0,294378
0,165878
0,247388
0,102946
0,302093
0,231452
0,296179
0,238011
0,165929
0,126021
0,104847
0,081057
0,161728
0,297895
0,269181
0,070817
0,188793
0,292997
0,229918
0,208200
0,148206
0,078290
0,249500
0,212391
0,242173
0,303137
0,052906
0,267430
0,293584
0,302990
0,237118
0,287528
0,281190
0,060018
0,116785
0,300273
0,128142
0,294424
0,219301
0,286114
0,149231
0,298659
0,303281
0,138507
0,254086
0,245224
0,288479
0,181237
0,291410
0,051586
0,257145
0,191754
0,297334
0,258818
0,032140
0,123474
0,299555
0,288414
0,293094
0,148130
0,297662
0,193659
0,073027
0,199219
0,291931
0,264405
0,228281
0,194157
0,111800
0,280401
0,264424
0,295427
0,289158
0,301988
0,231251
0,302694
0,179595
0,284997
0,117024
0,301774
0,232939
0,281119
0,301788
0,299065
0,303104
0,166128
0,053585
0,274721
0,293889
0,250815
0,290722
0,153444
0,058794
0,278841
0,303290
0,298686
0,280244
0,298879
0,041705
0,174078
0,299288
0,105109
0,245856
0,130843
0,297106
0,039342
0,182187
0,267535
0,179068
0,252124
0,276013
0,299966
0,302858
0,154198
0,079354
0,034991
0,276381
0,281881
0,166304
0,265517
0,301576
0,302453
0,235130
0,302041
0,233407
0,159496
0,235046
0,301935
0,260863
0,255639
0,281253
0,144822
0,112981
0,146524
0,261958
0,113038
0,273169
0,063017
0,242066
0,299758
0,268230
0,164805
0,265225
0,019182
0,206042
0,254140
0,248407
0,167295
0,242931
0,089375
0,006216
0,188997
0,300933
0,251492
0,302496
0,162925
0,161345
0,294558
0,167221
0,189226
0,284328
0,301677
0,081283
0,195804
0,293368
0,299544
0,282311
0,300651
0,270611
0,242401
0,303283
0,253987
0,301870
0,174894
0,109570
0,104039
0,093581
0,295176
0,299001
0,210595
0,087115
0,229433
0,272516
0,090358
0,284835
0,299815
0,180275
0,281185
0,207747
0,001340
0,167182
0,272835
0,236932
0,265493
0,226701
0,267610
0,303275
0,053482
0,102643
0,090752
0,302950
0,183216
0,295793
0,085250
0,159203
0,224952
0,172112
0,254727
0,049570
0,230587
0,158233
0,182015
0,290695
0,164737
0,272066
0,155080
0,117042
0,293335
0,279634
0,284712
0,264704
0,055319
0,278743
0,202874
0,268923
0,142434
0,206202
0,295323
0,294903
0,303029
0,261249
0,163341
0,255419
0,184614
0,094263
0,220971
0,303102
0,165702
0,145640
0,280068
0,225129
0,057236
0,069946
0,175123
0,176783
0,103936
0,275104
0,286097
0,223523
0,023453
0,284752
0,303290
0,117600
0,052432
0,089861
0,240344
0,090730
0,249276
0,293682
0,163015
